sep=,
#Job,#Precedenze,Risultato PLI,Bound PLI,Gap PLI,Risultato BB,Gap BB,Tempo PLI,Tempo BB
20,19,9821.0,8360.000000000573,0.1487628551063463,10101,0.3068013068013068,87.92804622650146,600.0040032863617
20,19,9917.0,8248.0,0.16829686397095897,10229,0.30364649525857856,600.0167524814606,600.0028550624847
20,19,9886.0,8209.0,0.16963382561197654,10095,0.26968796433878156,600.0588846206665,600.0002155303955
20,19,10138.0,8555.0,0.1561451962911817,10205,0.24914257716805488,600.032103061676,600.0003349781036

20,19,10549.0,8491.0,0.19508958195089582,10800,0.21888888888888888,600.0657298564911,600.0001363754272
20,19,9821.0,8360.00000000096,0.14876285510630685,10101,0.30704880704880705,600.0613625049591,600.0018315315247
20,19,9950.0,8142.0,0.18170854271356784,10125,0.2374814814814815,600.0465412139893,600.0001256465912
20,19,9917.0,8249.0,0.1681960270243017,10235,0.30420127015144116,600.0875027179718,600.000096321106
20,19,10439.0,8285.0,0.2063416036018776,10612,0.3439031285337354,600.0598175525665,600.0042626857758
20,19,9886.0,8211.0,0.16943151932025086,10095,0.26968796433878156,600.0465784072876,600.0000166893005
20,19,10082.0,8363.000000000064,0.1705018845467106,10382,0.3084665767674822,600.026933670044,600.0009515285492
20,19,10138.0,8561.0,0.15555336358256067,10205,0.24919157275845175,600.0652451515198,600.0009801387787
20,19,10070.0,8400.000000000357,0.16583912611714433,10237,0.3173781381264042,600.031408071518,600.000908613205
20,19,10549.0,8501.0,0.1941416247985591,10800,0.21888888888888888,600.0539977550507,600.0001103878021
20,19,9754.0,8263.0,0.15286036497847036,9984,0.35401642628205127,600.1093921661377,600.001291513443
20,19,9950.0,8142.0,0.18170854271356784,10125,0.2374814814814815,600.0482285022736,600.001708984375
20,19,10345.0,8512.0,0.17718704688255196,10696,0.27842183994016456,600.0306601524353,600.008234500885
20,19,10439.0,8285.0,0.2063416036018776,10612,0.3438560120618168,600.056206703186,600.0012850761414
20,19,9654.0,8322.0,0.1379738968303294,9792,0.20654616013071894,600.0889863967896,600.0027265548706
20,19,10082.0,8363.000000000064,0.1705018845467106,10382,0.3084665767674822,600.0412802696228,600.000654220581
20,19,10164.0,8182.000000000001,0.19500196772924036,1e+100,1.0,600.0532832145691,600.0009903907776
20,19,10070.0,8400.000000000357,0.16583912611714433,10237,0.3173292956920973,600.0769770145416,600.0001928806305
20,19,9449.0,8300.000000000158,0.12160016933007109,9722,0.41812384283069326,600.0404801368713,600.0008053779602
20,19,9754.0,8263.0,0.15286036497847036,9984,0.35401642628205127,600.0575177669525,600.0001258850098
20,19,10090.0,8344.0,0.1730426164519326,1e+100,1.0,600.0450344085693,600.000111579895
20,19,10345.0,8512.0,0.17718704688255196,10696,0.27846858638743455,600.1899003982544,600.0022828578949
20,19,9654.0,8322.0,0.1379738968303294,9792,0.2061376633986928,600.1304144859314,600.0017766952515
20,19,10164.0,8190.0,0.19421487603305784,1e+100,1.0,600.0222504138947,600.0019681453705
20,19,9449.0,8300.000000000158,0.12160016933007109,9717,0.41746423793351856,600.1166472434998,600.0014367103577
20,19,10090.0,8347.0,0.17274529236868186,1e+100,1.0,600.1681790351868,600.0003798007965
20,19,10404.0,8505.000000000251,0.1825259515570693,10638,0.35175784921977815,600.0622811317444,600.0024764537811
20,19,10181.0,8400.000000000056,0.17493370002946113,1e+100,1.0,600.0631051063538,600.000994682312
20,19,9891.0,8100.000000000162,0.18107370336668063,10296,0.39073426573426573,600.0798966884613,600.000714302063
20,19,10412.0,8251.0,0.20754898194391086,10618,0.28946129214541344,600.02716755867,600.000732421875
20,19,10587.0,8289.0,0.2170586568432984,10790,0.20023169601482854,600.0556256771088,600.0013999938965
