#Job;#Precedenze;Risultato PLI;Bound PLI;Gap PLI;Risultato BB;Gap BB;Tempo PLI;Tempo BB
20;95;10247;10247;0;10247;0;0.091752529;0.033907652
20;95;10150;10150;0;10150;0;0.078789234;0.012963533
20;95;10480;10480;0;10480;0;0.062833309;0.013926983
20;95;10487;10487;0;10487;0;0.04388237;0.002992392
20;95;11115;11115;0;11115;0;0.050381422;0.00601387
20;95;10408;10408;0;10408;0;0.038896799;0.002988815
20;95;10377;10377;0;10377;0;0.030916929;0.002992153
20;95;10256;10256;0;10256;0;0.02892375;0.002991199
20;95;10555;10555;0;10555;0;0.058849573;0.014959812
20;95;9985;9985;0;9985;0;0.047838211;0.005952597
20;95;11196;11196;0;11196;0;0.082336426;0.015958071
20;95;10833;10833;0;10833;0;0.011968374;0.001995802
20;95;10080;10080;0;10080;0;0.057814121;0.013963699
20;95;10347;10347;0;10347;0;0.050829411;0.0084939
20;95;10984;10984;0;10984;0;0.06682086;0.013962507
20;95;9979;9979;0;9979;0;0.079785109;0.006979465
20;95;10059;10059;0;10059;0;0.082779884;0.030917883
20;95;11063;11063;0;11063;0;0.029919147;0.002991438
20;95;10650;10650;0;10650;0;0.040890694;0.005985022
20;95;10617;10617;0;10617;0;0.038854361;0.002991676
20;95;10683;10683;0;10683;0;0.059841633;0.017951488
20;95;10501;10501;0;10501;0;0.026932001;0.00199604
20;95;10144;10144;0;10144;0;0.034868956;0.002032757
20;95;10225;10225;0;10225;0;0.036856413;0.005986452
20;95;10869;10869;0;10869;0;0.043881178;0.008019209
20;95;10158;10158;0;10158;0;0.055814266;0.016956329
20;95;10340;10340;0;10340;0;0.033874273;0.005984306
20;95;10421;10421;0;10421;0;0.038898945;0.002990246
20;95;9881;9881;0;9881;0;0.044877529;0.002993584
20;95;10677;10677;0;10677;0;0.058317184;0.010008097
20;95;10499;10499;0;10499;0;0.067333221;0.009973764
20;95;10526;10526;0;10526;0;0.036868572;0.003027201
20;95;10290;10290;0;10290;0;0.033918381;0.002986193
20;95;10444;10444;0;10444;0;0.075760365;0.014959812
