#Job,#Precedenze,Lista mu,Risultato PLI,Bound PLI,Gap PLI,Risultato BB,Gap BB,Tempo PLI,Tempo BB
23,10,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",11167.0,4410.0,0.6050864153308857,11698,0.26294197031039135,600.037367105484,600.0008177757263
23,10,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",9156.0,3743.0,0.5911970292704237,9223,0.1643731852038884,600.0406057834625,600.0007333755493
23,10,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",8728.0,3631.0,0.5839825847846013,8736,0.22028216231317224,600.0298764705658,600.0007319450378
23,10,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",11067.0,4378.0,0.604409505737779,11430,0.25260273972602737,600.0382108688354,600.0017056465149
23,10,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",12130.0,4430.0,0.6347897774113768,12827,0.3088107749604612,600.0307693481445,600.0015246868134
23,10,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",11105.0,4837.0,0.5644304367402071,1e+100,1.0460251046025105e+96,600.0356366634369,600.0018849372864
23,10,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",13295.0,5420.0,0.5923279428356525,13520,0.2577329178101307,600.0499701499939,600.0037033557892
23,10,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",9561.0,4602.0,0.5186695952306244,10022,0.20052707235265932,600.0496380329132,600.00257396698
23,10,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",11492.0,4664.0,0.5941524538809607,12066,0.1864306784660767,600.0413093566895,600.0004806518555
23,10,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",10536.0,4262.0,0.5954821564160971,10917,0.24879890185312287,600.0325455665588,600.0006060600281
