#Job,#Precedenze,Lista mu,Risultato PLI,Bound PLI,Gap PLI,Risultato BB,Gap BB,Tempo PLI,Tempo BB
21,10,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",11366.0,4971.0,0.5626429702621855,11680,0.27053192646578916,600.0373458862305,600.0013298988342
21,10,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",8249.0,3683.0,0.5535216389865438,8740,0.2855777009634478,600.0391478538513,600.0003111362457
21,10,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",6636.0,3322.0,0.49939722724532853,6805,0.328064012490242,600.0333425998688,600.0017206668854
21,10,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",7876.0,3502.0,0.5553580497714576,7974,0.3924735877062778,600.0313398838043,600.0023150444031
21,10,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",8711.0,5301.0,0.3914590747330961,8881,0.16962992229685236,600.0383467674255,600.0033152103424

21,10,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",10476.0,4747.0,0.546869033982436,11000,0.23915737298636927,600.0775337219238,600.0020389556885
21,10,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",7728.0,3959.0008087542387,0.48770693468501053,7927,0.24844475942987637,600.0654554367065,600.0024745464325
21,10,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",9983.0,4394.0,0.5598517479715517,10411,0.34214258089467575,600.0520730018616,600.0058038234711
21,10,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",8745.0,4653.0,0.4679245283018868,1e+100,1.2526619065514218e+96,600.05024933815,600.004275560379
21,10,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",7843.0,4157.0,0.4699732245314293,1e+100,1.4254151521630674e+96,600.0806868076324,600.0048062801361
