#Job;#Precedenze;Lista mu;Risultato PLI;Bound PLI;Gap PLI;Risultato BB;Gap BB;Tempo PLI;Tempo BB
8;2;[0.5, 0.5];1682;1682;0;1682;0;0.345313549;0.131119013
8;2;[0.5, 0.5];1940;1940;0;1940;0;0.619562626;0.202183485
8;2;[0.5, 0.5];1684;1684;0;1684;0;0.456414461;0.214193583
8;2;[0.5, 0.5];1605;1605;0;1605;0;0.367334366;0.119108915
8;2;[0.5, 0.5];1765;1765;0;1765;0;0.538488865;0.180164814
8;2;[0.5, 0.5];1748;1748;0;1748;0;0.349317074;0.09808898
8;2;[0.5, 0.5];1599;1599;0;1599;0;0.411373854;0.140126705
8;2;[0.5, 0.5];1681;1681;0;1681;0;0.357324839;0.146132946
8;2;[0.5, 0.5];1775;1775;0;1775;0;0.911828279;0.192173958
8;2;[0.5, 0.5];1632;1632;0;1632;0;0.358325005;0.151136875
8;2;[0.5, 0.5];1679;1679;0;1679;0;0.391355753;0.15814352
8;2;[0.5, 0.5];1736;1736;0;1736;0;0.434395313;0.186169147
8;2;[0.5, 0.5];1700;1700;0;1700;0;0.394358397;0.245223284
8;2;[0.5, 0.5];1781;1781;0;1781;0;0.311179161;0.080073118
8;2;[0.5, 0.5];1700;1700;0;1700;0;0.551501036;0.265240669
8;2;[0.5, 0.5];1776;1776;0;1776;0;0.311280251;0.080072403
8;2;[0.5, 0.5];1887;1887;0;1887;0;0.926841974;0.281255484
8;2;[0.5, 0.5];1626;1626;0;1626;0;0.30427599;0.071065187
8;2;[0.5, 0.5];1717;1717;0;1717;0;0.439399958;0.179162025
8;2;[0.5, 0.5];1711;1711;0;1711;0;0.455413342;0.167151213
8;2;[0.5, 0.5];1717;1717;0;1717;0;0.986893892;0.30427742
8;2;[0.5, 0.5];1636;1636;0;1636;0;0.491451263;0.202183485
8;2;[0.5, 0.5];1715;1715;0;1715;0;0.954604149;0.20618701
8;2;[0.5, 0.5];1765;1765;0;1765;0;0.707641125;0.2562325
8;2;[0.5, 0.5];1828;1828;0;1828;0;0.354320765;0.180164099
8;2;[0.5, 0.5];1813;1813;0;1813;0;1.069969416;0.280254841
8;2;[0.5, 0.5];1696;1696;0;1696;0;0.513468027;0.284257174
8;2;[0.5, 0.5];1864;1864;0;1864;0;0.696632385;0.291264534
8;2;[0.5, 0.5];1717;1717;0;1717;0;0.2382164;0.036031723
8;2;[0.5, 0.5];1856;1856;0;1856;0;1.102001905;0.259235382
8;2;[0.5, 0.5];1732;1732;0;1732;0;0.414376497;0.163147688
