sep=,
#Job,#Precedenze,Risultato PLI,Bound PLI,Gap PLI,Risultato BB,Gap BB,Tempo PLI,Tempo BB
20,19,7567.0,6379.0,0.15699748909739658,7724,0.33997928534438115,600.0453493595123,600.0003287792206
20,19,9388.0,9388.0,0.0,9440,0.1476165254237288,487.86544275283813,600.0012674331665
20,19,7797.0,6192.0,0.2058484032320123,7832,0.21661133810010214,600.0536775588989,600.0017893314362
20,19,6644.0,5085.0,0.23464780252859724,6687,0.24674742036787797,600.0706453323364,600.0017702579498
20,19,5987.0,5987.0,0.0,5987,0.1685318189410389,6.768070459365845,600.0000989437103
20,19,7522.0,5065.0,0.32664185057165646,8439,0.39198957222419717,600.0276429653168,600.0002701282501
20,19,8390.0,8048.0,0.040762812872467226,8456,0.18826868495742669,600.0325980186462,600.0005197525024
20,19,8128.0,8128.0,0.0,8128,0.1387180118110236,68.7100601196289,600.001223564148
20,19,7655.0,5298.0,0.30790333115610713,8030,0.44850560398505607,600.0433654785156,600.0001842975616
20,19,11841.0,9110.0,0.23063930411282832,12166,0.20195627157652474,600.0199942588806,600.0003597736359
20,19,6065.0,5098.0,0.159439406430338,6106,0.27014412053717657,600.0217819213867,600.0008137226105
20,19,8894.0,5157.0,0.4201709017315044,9015,0.26267332224070994,600.055671453476,600.0011205673218
20,19,7962.0,5444.0,0.31625219794021603,8637,0.31972907259465094,600.0632791519165,600.0012664794922
20,19,9156.0,7794.0,0.14875491480996067,9192,0.15116405570060923,600.0238273143768,600.0011885166168
20,19,11936.0,8017.0,0.32833445040214476,1e+100,1.0,600.0379109382629,600.0016062259674
20,19,8619.0,5514.0,0.3602506091193874,8935,0.3408505875769446,600.048778295517,600.0009915828705
20,19,6879.0,5395.0,0.21572903038232302,6963,0.2801235099813299,600.0305728912354,600.0007770061493
20,19,7406.0,5201.0,0.29773156899810965,7942,0.37301687232435154,600.0566856861115,600.0003368854523
20,19,8835.0,5695.0,0.3554046406338427,9385,0.3309003729355354,600.0975503921509,600.0014629364014
20,19,8233.0,8233.0,0.0,8315,0.2514732411304871,417.69153690338135,600.0003561973572
