#Job,#Precedenze,Lista mu,Risultato PLI,Bound PLI,Gap PLI,Risultato BB,Gap BB,Tempo PLI,Tempo BB
7,2,"[0.5, 0.5]",620.0,620.0,0.0,620,0,0.03302955627441406,0.0030031204223632812
7,2,"[0.5, 0.5]",557.0,557.0,0.0,557,0,0.030855655670166016,0.002001047134399414
7,2,"[0.5, 0.5]",573.0,573.0,0.0,573,0,0.016014575958251953,0.0020017623901367188
7,2,"[0.5, 0.5]",1092.0,1092.0,0.0,1092,0,0.029025554656982422,0.0010001659393310547
7,2,"[0.5, 0.5]",1190.0,1190.0,0.0,1190,0,0.04904365539550781,0.00800776481628418
7,2,"[0.5, 0.5]",762.0,762.0,0.0,762,0,0.012011289596557617,0.0010006427764892578
7,2,"[0.5, 0.5]",483.0,483.0,0.0,483,0,0.01902031898498535,0.000997781753540039
7,2,"[0.5, 0.5]",799.0,799.0,0.0,799,0,0.010008096694946289,0.0020020008087158203
7,2,"[0.5, 0.5]",775.0,775.0,0.0,775,0,0.017836570739746094,0.004003286361694336
7,2,"[0.5, 0.5]",1166.0,1166.0,0.0,1166,0,0.025021791458129883,0.003002643585205078
7,2,"[0.5, 0.5]",991.0,991.0,0.0,991,0,0.046041011810302734,0.004004478454589844
7,2,"[0.5, 0.5]",919.0,919.0,0.0,919,0,0.009008646011352539,0.0
7,2,"[0.5, 0.5]",1237.0,1237.0,0.0,1237,0,0.029025554656982422,0.0010004043579101562
7,2,"[0.5, 0.5]",985.0,985.0,0.0,985,0,0.015013933181762695,0.003002643585205078
7,2,"[0.5, 0.5]",1211.0,1211.0,0.0,1211,0,0.012010812759399414,0.0
7,2,"[0.5, 0.5]",1374.0,1374.0,0.0,1374,0,0.03385019302368164,0.0010004043579101562
7,2,"[0.5, 0.5]",1094.0,1094.0,0.0,1094,0,0.026022911071777344,0.0
7,2,"[0.5, 0.5]",1360.0,1360.0,0.0,1360,0,0.029026508331298828,0.0
7,2,"[0.5, 0.5]",1125.0,1125.0,0.0,1125,0,0.023020505905151367,0.0
7,2,"[0.5, 0.5]",896.0,896.0,0.0,896,0,0.015013456344604492,0.003002643585205078
