#Job,#Precedenze,Lista mu,Risultato PLI,Bound PLI,Gap PLI,Risultato BB,Gap BB,Tempo PLI,Tempo BB;;;;;;;;;;;;;
"20,5,""[0.5, 0.5, 0.5, 0.5, 0.5]"",9990.0,8205.0,0.17867867867867868,10097,0.1649936540902273,600.0927193164825,600.0014519691467";;;;;;;;;;;;;
"20,5,""[0.5, 0.5, 0.5, 0.5, 0.5]"",9410.0,8210.0,0.1275239107332625,9624,0.17473298748855662,600.064370393753,600.0003118515015";;;;;;;;;;;;;
"20,5,""[0.5, 0.5, 0.5, 0.5, 0.5]"",10335.0,8210.0,0.20561199806482824,10449,0.12246213341927167,600.0380136966705,600.000979423523";;;;;;;;;;;;;
"20,5,""[0.5, 0.5, 0.5, 0.5, 0.5]"",10284.0,9020.000000000478,0.12290937378447313,10539,0.1611303916707982,600.1463153362274,600.0016725063324";;;;;;;;;;;;;
"20,5,""[0.5, 0.5, 0.5, 0.5, 0.5]"",9985.0,8815.000000000098,0.11717576364545837,10306,0.15382892969099865,600.0250568389893,600.0003118515015";;;;;;;;;;;;;
;;;;;;;;;;;;;
"20,5,""[0.5, 0.5, 0.5, 0.5, 0.5]"",9749.0,8320.000000000296,0.1465791363216436,9912,0.11277013752455796,600.028484582901,600.0008952617645";;;;;;;;;;;;;
"20,5,""[0.5, 0.5, 0.5, 0.5, 0.5]"",9765.0,8324.0,0.1475678443420379,9864,0.12161009721985332,600.0806910991669,600.0001378059387";;;;;;;;;;;;;
"20,5,""[0.5, 0.5, 0.5, 0.5, 0.5]"",10011.0,8240.00000000004,0.1769054040555349,10250,0.14569943553344883,600.034512758255,600.0001449584961";;;;;;;;;;;;;
"20,5,""[0.5, 0.5, 0.5, 0.5, 0.5]"",9468.0,8200.000000001959,0.13392479932383194,9722,0.11172098341909663,600.0538625717163,600.0033905506134";;;;;;;;;;;;;
"20,5,""[0.5, 0.5, 0.5, 0.5, 0.5]"",10789.0,8746.000000000002,0.18935953285753993,11119,0.21412972264686614,600.1037034988403,600.0004959106445";;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
