#Job,#Precedenze,Lista mu,Risultato PLI,Bound PLI,Gap PLI,Risultato BB,Gap BB,Tempo PLI,Tempo BB;;;;;;;;;;;;;;;
"20,10,""[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"",9744.0,8160.0000000130885,0.16256157635333657,10044,0.30874975568440943,600.0353441238403,600.0003132820129";;;;;;;;;;;;;;;
"20,10,""[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"",9919.0,8240.000000000164,0.16927109587658395,10133,0.2949520766773163,600.0477678775787,600.0002796649933";;;;;;;;;;;;;;;
"20,10,""[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"",9450.0,8120.000000002184,0.14074074074050966,9607,0.16300466073482234,600.0293390750885,600.0003995895386";;;;;;;;;;;;;;;
"20,10,""[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"",10412.0,8206.0,0.21187091817134077,10813,0.19467462158877472,600.0533604621887,600.0003125667572";;;;;;;;;;;;;;;
"20,10,""[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"",10478.0,8800.000000000662,0.1601450658521987,10809,0.21928934010152284,600.1231100559235,600.0014684200287";;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
"20,10,""[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"",10011.0,8120.0000000008395,0.1888922185595006,10324,0.3414760914760915,4498.907474756241,600.0010142326355";;;;;;;;;;;;;;;
"20,10,""[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"",9612.0,8323.000000000617,0.13410320432785927,9785,0.3060597971169247,600.0697519779205,600.000438451767";;;;;;;;;;;;;;;
"20,10,""[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"",10017.0,8120.000000000032,0.18937805730258242,10190,0.3546028580923895,600.0726671218872,600.0004975795746";;;;;;;;;;;;;;;
"20,10,""[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"",10050.0,8404.00000000042,0.16378109452732137,10298,0.20599601826911818,600.0740790367126,600.0027778148651";;;;;;;;;;;;;;;
"20,10,""[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"",9752.0,8160.000000000026,0.16324856439704405,9951,0.3450932684509327,600.0907166004181,600.0000162124634";;;;;;;;;;;;;;;
